,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
617,Karina Bacchi,karinabacchi,9124009.0,2022-11-07 15:37:45 EST,2022-11-07,15:37:45,Album,"67,920",66776,1144,0,False,https://www.instagram.com/p/CkrGQ_UPMk7/,https://www.instagram.com/p/CkrGQ_UPMk7/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314463006_442873031132180_5972002058920964162_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qBR7ifznvRYAX-sqI-3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAfEOiqaVMLN7aDtwfFil_ijC0MIXjbqor_buf2W7e_yw&oe=63B525C4,,"Que nossas inspirações sejam Divinas, sejam celestiais , que haja luz em nossa casa, beleza, oração e santidade . @ornare_molduraria_decor que lindo trabalho que vocês fazem . Essas asas e esse coração folhados em ouro e emoldurados  de forma impecável trouxeram pra nossa casa ainda mais motivos para recordarmos com gratidão o trabalho das mãos de quem se esmera e se dedica em tudo o que faz . Parabéns ! | look lindo e feminino da @fesh_oficial 🙏🏻 desliza pro lado pra conferir todas as fotos",,,,2.21,"May our inspirations be divine, be heavenly, may there be light in our home, beauty, prayer and holiness.@ornare_moldaria_decor that beautiful work you do.These wings and this heart puffy in gold and framed flawlessly have brought to our home even more reasons to remember the work of the hands of those who are dedicated to everything they do with gratitude.Congratulations !|beautiful and feminine look of @fesh_oficial 🙏🏻 slides the side to check out all the photos",0.9866,Nan,0.0
618,Oscar Magrini,oscarmagrini,457291.0,2022-11-07 12:59:07 EST,2022-11-07,12:59:07,Album,645,620,25,6276,False,https://www.instagram.com/p/Ckq0HHfOi6B/,https://www.instagram.com/p/Ckq0HHfOi6B/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314554078_121140314116108_2974308497272733128_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2PiW_WOBlUAAX-VPhze&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBBtmsqSJvnZ-XXNLRgMymNSxf3wfEmupVYchPzgeWsiw&oe=63D5B432,,"E o dia começou assim aqui na Flórida 
pâmpano Beach um trabalho pra lá de bom com gente maraaa @liveloveloa 
@relozano7 @selma.zollman @suecervelinphotography #🇺🇸🇧🇷",,,,-1.99,"And the day started like this in Florida
Beach Pammpano a job beyond good people maraaa @liveloveloa
@relozano7 @selma.zollman @suecervelinphotography #🇺🇸🇧🇷",0.6597,Nan,0.0
619,Silvia Nobre Waiãpi,silviawaiapi,104807.0,2022-11-07 08:49:45 EST,2022-11-07,08:49:45,Photo,"14,217",13959,258,0,False,https://www.instagram.com/p/CkqXkwirPPP/,https://www.instagram.com/p/CkqXkwirPPP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314849622_449283467322491_7842551017730630670_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CI1FMczPwoIAX8XadHZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfANLMkC6aPNe40rXWf01Q3vQYmaZS_5O8gTjszhIQuYgQ&oe=63909F7C,,Que eu seja digna da missão de ser uma FILHA DO NORTE,Que eu seja DIGNA da MISSÃO de ser uma Filha do NORTE JEME PROGFESSO,,,1.72,May I be worthy of the mission of being a northern daughter,0.4404,May I be worthy of the mission of being a northern daughter Jeme ProgFesso,0.4404
620,Clarissa Tércio,clarissatercio,1001064.0,2022-11-07 08:23:57 EST,2022-11-07,08:23:57,Photo,"8,964",8499,465,0,False,https://www.instagram.com/p/CkqUnv5ueOL/,https://www.instagram.com/p/CkqUnv5ueOL/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314696569_684055379662907_68876944608449664_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jwDbPbDSQkIAX9jgiNk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC6Jan6Y2fyN0n7ZJ1D2_5AFBX8uTCoyCF2q46IaxNQnw&oe=63A9C6AC,,"CONFIRMADO!

O Governo Bolsonaro fez muito pelo nosso povo! Através do Auxílio Emergencial, ajudou a tirar mais de 7 milhões de brasileiros da linha de pobreza, em 2020! Fato confirmado pelo Banco Mundial! 

Orgulho do nosso Capitão que sempre trabalhou, incansavelmente por dias melhores para a nossa gente e que fez o nosso País avançar!","CNN BRASIL Auxílio emergencial ajudou a tirar 7,4 milhões da pobreza no Brasil em 2020, diz Banco Mundial BOLSONARO TIROU MILHÕES DE BRASILEIROS DA POBREZA! EM 2019, o PAÍS TINHA 11,4 MILHÕES DE PESSOAS NA POBREZA EXTREMA. ESSE NÚMERO CAIU PARA 4,04 MILHÕES EM 2020. FATO CONFIRMADO PELO BANCO MUNDIAL. CLARISSA TÉRCIO @clarissatercio PR. JÚNIOR TÉRCIO @pastorjuniortercio",,,1.33,"CONFIRMED!

The Bolsonaro government did a lot for our people!Through emergency aid, it helped take over 7 million Brazilians from the poverty line in 2020!Fact confirmed by the World Bank!

Proud of our captain who has always worked, tirelessly for better days for our people and made our country move on!",0.3111,"CNN Brazil Emergency aid helped take 7.4 million from poverty in Brazil by 2020, says World Bank Bolsonaro took millions of Brazilians out of poverty!In 2019, the country had 11.4 million people in extreme poverty.This number fell to 4.04 million by 2020. Fact confirmed by the World Bank.Clarissa tertcio @clarissaterio pr.Junior tertcio @pastorjuniortecio",-0.6822
621,Rodrigo Constantino,rodrigoconstantino1976,1407059.0,2022-11-07 08:00:34 EST,2022-11-07,08:00:34,Photo,"27,857",27290,567,0,False,https://www.instagram.com/p/CkqR8h-OAWq/,https://www.instagram.com/p/CkqR8h-OAWq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314458996_837014370850215_9202542188879276418_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XCUK1iLctIMAX9ak4oC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCZwhrGAfsbxturQdXXptGc0ztqUaTZi4CPLCcK0HIG9w&oe=63915670,,Bom dia!,"Não aceite perder sua Liberdade! ""A liberdade não se perde de uma vez, mas em fatias, como se corta um salame."" Friedrich Hayek ""Se quiser saber quem controla você, é só observar a quem você não pode criticar."" Voltaire",,,-1.46,Good morning!,0.4926,"Do not accept losing your freedom!""Freedom is not lost at once, but in slices, as a salami is cut.""Friedrich Hayek ""If you want to know who controls you, just look at who you can't criticize.""Voltaire",0.3011
622,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,2999556.0,2022-11-07 06:33:53 EST,2022-11-07,06:33:53,Photo,"128,892",124652,4240,0,False,https://www.instagram.com/p/CkqIBiAgi6i/,https://www.instagram.com/p/CkqIBiAgi6i/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/315014181_154990617237176_7023145822062004415_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PIuwq8-78KQAX8XBWzI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD_tvNyLHFlQiVVV3ZuCY3PF4JaVAOAjQIhXa1q4nMCQA&oe=63A72DA6,,,"S0LSOMARD Carlos Bolsonaro 21/10/2022 Um regime de censura nunca começa de forma absoluta, mas com uma suposta boa causa que lhe dê legitimidade. Por isso os primeiros alvos sempre são grupos que já passaram por um intenso processo de marginalização, cujo silêncio acaba sendo considerado até um favor ""democracia"". Carlos Bolsonaro 2 21/10/2022 O problema é que depois que perseguir alguns se torna legítimo, perseguir outros se torna questão de tempo e oportunidade! Fica clara a diferença entre quem rebate mentiras/ataques com palavras, sejam elas duras ou não, quem cala e persegue aqueles que não rezam sua cartilha.",,,3.7,Nan,0.0,"S0lsomard Carlos Bolsonaro 21/10/2022 A censorship regime never begins absolutely, but with a supposed good cause that gives it legitimacy.That is why the first targets are always groups that have already undergone an intense process of marginalization, whose silence is even considered a favor ""democracy"".Carlos Bolsonaro 2 21/10/2022 The problem is that once it pursues some becomes legitimate, pursuing others becomes a matter of time and opportunity!It is clear the difference between those who rebut lies/word attacks, whether it is hard or not, who shuts up and pursues those who do not pray their booklet.",0.3069
623,Bolsonaro TV,bolsonaro.tv,194583.0,2022-11-06 20:00:06 EST,2022-11-06,20:00:06,Photo,"91,729",90545,1184,0,False,https://www.instagram.com/p/Cko_fnCNL1s/,https://www.instagram.com/p/Cko_fnCNL1s/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314660426_211132681388463_4181559799020577372_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=rrdRJZpSn34AX_iuCok&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDtocxpTjf2w_5kBAa9pyDlNQl-JpZvCtR9qJ4e0GYBEQ&oe=6399E7EC,,,,,,4.42,Nan,0.0,Nan,0.0
624,Adrilles Jorge,adrillesjorge,858446.0,2022-11-06 17:36:50 EST,2022-11-06,17:36:50,Photo,"87,724",84284,3440,0,False,https://www.instagram.com/p/CkovGV4uVuF/,https://www.instagram.com/p/CkovGV4uVuF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314475782_1190207681568174_5203311710468526477_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gw8FxBcKNNwAX9zfOXt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAIxUaYBWY9d1eI_XQXGQvEIlHAHwwvmkkm0geoREGY1A&oe=63E94F46,,Vivemos no mais sombrio dos tempos,"Contestar e perguntar viraram ataque à democracia Todos os limites da tirania estão sendo arrebentados à luz do dia.Todos.E todos só fazem reclamar mas no fim obedecem. Mal vindos ao império lulopetista Alexandrino, onde toda liberdade será castrada. terrabrasilnoticias.com URGENTE: Moraes determina que PF ouça Marcos Cintra em 48 horas sobre questioname...",,,2.74,We live in the darkest of times,-0.4939,"Contest and ask have become attack on democracy all the limits of tyranny are being broken in the light of day. All. And everyone only complains but in the end obeying.As soon as the Alexandrian Lulopetist Empire, where all freedom will be castrated.TerraBrasilnoticias.com Urgent: Moraes determines that PF listens to Marcos Cintra in 48 hours about questioning ...",0.5423
625,Eduardo Bolsonaro🇧🇷,bolsonarosp,4931440.0,2022-11-06 16:27:14 EST,2022-11-06,16:27:14,Photo,"221,384",198879,22505,0,False,https://www.instagram.com/p/CkonIkWPHKQ/,https://www.instagram.com/p/CkonIkWPHKQ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313875869_1160131778258413_5687211279237210841_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CxW2Oxb9zNQAX9wZYfK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD2Jm5gdrWDBZeorag6TIPz80Sde3tc-se8hlSHtfWIUA&oe=63A1CEB9,,"A imprensa militante está criando, desde o dia 01, uma narrativa para tentar prender Bolsonaro e vendendo isso como se fosse pacificação quando na verdade é justamente o contrário.","‎one or more people, ‎'‎UOL Notícias @UOLNoticias ** Bernardo Mello Franco @BernardoMF Leonardo Sakamoto: Pacificação do Brasil passa por punir Bolsonaro pelos crimes que cometeu Bolsonaro precisa ser julgado e punido por crimes que cometeu- Futuro ex-presidente vai perder foro privilegiadoe não pode ser premido com anistia noticias. uol.com.br Leonardo Sakamoto- Pacificação do Brasil ۔ co... por punir Bolsonaro pelos crimes que 15:55 06.11.22 Zapier.com oglobo. globo Bolsonaro precisa julgado punido por crimes que cometeu 12:31 06.11.22 Twitter Web App‎'‎‎",,,2.77,"The militant press has been creating, since the 01th, a narrative to try to arrest Bolsonaro and selling it as if it were pacification when it is in fact just the opposite.",-0.0516,"One or more People, 'UOL News @uolnoticias ** Bernardo Mello Franco @bernardomf Leonardo Sakamoto: Pacification of Brazil is to punish Bolsonaro for the crimes that committed Bolsonaro needs to be tried and punished for crimes that committed- future former president willLosing privileged forum cannot be pressured with amnesty news.UOL.com.br Leonardo Sakamoto- Pacification of Brazil۔co ... for punishing Bolsonaro for the crimes that 15:55 06.11.22 zapier.com oglobo.GLOBO BOLSONARO NEEDS JUDGED PURCHASED BY CRIMES THAT HAS COME 12:31 06.11.22 TWITTER WEB APP '",-0.4997
626,Flávio Bolsonaro,flaviobolsonaro,4330215.0,2022-11-06 16:01:16 EST,2022-11-06,16:01:16,Photo,"311,065",298887,12178,0,False,https://www.instagram.com/p/CkokKWfLkTn/,https://www.instagram.com/p/CkokKWfLkTn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314401701_799907797732003_2341489398035634220_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=w2brmk4o3GMAX9ET3d7&_nc_oc=AQnbFYni-517rTgGUL03bp1zboLkd-gdal4j75YAHUSDT2LWKEY2WqF6wxlPDDt41TM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDLt6as1uFyjLe7XvNMvAfrpD1BvlSHiODD6RysTDvlsw&oe=63F026C3,,Ore pelo Brasil! 🙏🇧🇷,"Bolsanaro 22 Flavio Bolsonaro #B22 @FlavioBolsonaro Estamos num momento do Brasil em que O povo, parlamentares e jornalistas têm que medir as palavras para não serem censurados. E ainda tem gente achando isso tudo normal, ou pior, achando graça.",,,3.62,Pray for Brazil!🙏🇧🇷,0.3802,"Bolsaaro 22 Flavio Bolsonaro #b22 @flaviobolsonaro we are in a moment in Brazil when people, parliamentarians and journalists have to measure the words so as not to be censored.And there are still people finding it all normal, or worse, finding it funny.",-0.0516
627,Oscar Magrini,oscarmagrini,457248.0,2022-11-06 15:18:24 EST,2022-11-06,15:18:24,Album,617,599,18,8402,False,https://www.instagram.com/p/CkofQXjPT_5/,https://www.instagram.com/p/CkofQXjPT_5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314369488_435627428755153_8910493245805053795_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XNY9mFY58MIAX9kDUqf&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC_cWvJK79K_-NOgloeuv8J1xcP3SlFRzV6wVSUJw7SRw&oe=63CD0C14,,"@boinoroletefestival @pampanobeach 
@zenetoecristiano @dani @floripaproducoes #05112022 #🇺🇸",,,,-2.08,"@boinoroletefestival @pampanobeach
@zenetoecristiano @dani @floripapproductions #05112022 #🇺🇸",0.0,Nan,0.0
628,Rodrigo Constantino,rodrigoconstantino1976,1402341.0,2022-11-06 14:00:06 EST,2022-11-06,14:00:06,Photo,"63,542",61876,1666,0,False,https://www.instagram.com/p/CkoWS6cJeDO/,https://www.instagram.com/p/CkoWS6cJeDO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314717022_811395236797019_5958086824043474089_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Wxvp6gfMlUUAX_XQxva&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBIADXkdg3m0Yjni3odS4PwocirPodmMaWi4QYqsLjAEg&oe=6392B049,,Tocando a real…,"Rodrigo Constantino @rodrigoconstantino1976 Desqualificar a fonte das análises que encontraram enormes anomalias e censurar qualquer um que faça perguntas não está adiantando muito, só jogando lenha na fogueira mesmo. Estamos todos MAIS desconfiados ainda, ou certos de que houve treta...",,,1.56,Playing the real…,0.2023,"Rodrigo Constantino @Rodrigoconstantino1976 Denqualify the source of the analyzes that found huge anomalies and censor anyone who asks questions is not ahead, just throwing firewood at the bonfire.We are all even more suspicious, or certain that there was bullshit ...",-0.7122
629,Adrilles Jorge,adrillesjorge,858446.0,2022-11-06 13:17:23 EST,2022-11-06,13:17:23,Photo,"40,596",40097,499,0,False,https://www.instagram.com/p/CkoRaBeuaL4/,https://www.instagram.com/p/CkoRaBeuaL4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314366053_492827479455539_6659817330592357786_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wz8HxYbW3KEAX8LcCf3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAEaDPvr2IuvV34QeB5vMpYnJr-9XpmPq93V-YyPB8CAg&oe=63E7011C,,,"Adrilles Jorge @AdrillesRJorge Nem bem a esquerda retomou Ο poder e a censura já tomou conta do país, só pelo CHEIRO do poder efetivo. Línguas cortadas, mãos cortadas e olhos cegados.Tenham medo. Mas transformem seu medo em reação Antes que o medo arranque suas línguas, olhos e mãos antes das autoridades",,,1.27,Nan,0.0,"Adrilles Jorge @adrillesrjorge nor well the left resumed the power and the censorship has already taken over the country, just for the smell of effective power.Cut tongues, cut hands and blinded eyes.But transform your fear into reaction before fear arraps your tongues, eyes and hands before the authorities",-0.7363
630,Flávio Bolsonaro,flaviobolsonaro,4330215.0,2022-11-06 12:59:33 EST,2022-11-06,12:59:33,Photo,"551,133",523925,27208,0,False,https://www.instagram.com/p/CkoPXcrLWQH/,https://www.instagram.com/p/CkoPXcrLWQH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314601157_3304509769829690_5611307806927413505_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-kUKlcYUWDsAX-VK0kU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDy7cUQqUI0GcBuIjhrYjgsohcr8V1u-FxTlHhO98iLSw&oe=6497CD80,,"Não trago sozinho o sobrenome Bolsonaro, somos TODOS Bolsonaro!
A reação das autoridades competentes ante tudo o que está sendo exposto é apenas a censura, ao invés de esclarecimentos. 

Não vamos desistir do nosso Brasil! 🇧🇷",,,,6.49,"I don't bring the surname Bolsonaro alone, we are all Bolsonaro!
The reaction of the competent authorities in view of all that is being exposed is only censorship, instead of clarification.

Let's not give up on our Brazil!🇧🇷",0.1491,Nan,0.0
631,Adrilles Jorge,adrillesjorge,858446.0,2022-11-06 12:49:51 EST,2022-11-06,12:49:51,Photo,"21,483",21181,302,0,False,https://www.instagram.com/p/CkoOQWDO1i_/,https://www.instagram.com/p/CkoOQWDO1i_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314741374_1212415262670318_7979695214230038757_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nyEa5h2knbIAX8MOwG_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAIV3PyWnjxrGyuauy65wjxy919DmxschSzKocj__JSdw&oe=63E7AF79,,Impõem “”” ret,"Adrilles Jorge Jorge Agora mesmo Toda contestação a resultados julgados ou propostos por autoridades é punida hoje com censura. Típico Resultado de Décadas de aparelhamento de estado pela esquerda.Não há justiça real quando a justiça e demais instituições têm lado. Mídia, educação e justiça no Brasil são hoje centros doutrinadores que impõe à maioria do povo seus ideais e ideias sem possibilidade de contestação sob pena de censura silenciamento ou mesmo prisão Vivemos a ditadura pefeitamente perversa: aquela que se traveste de democracia sob a desculpa do manto das instituições inatacáveis.",,,-1.49,Impose “”,-0.296,"Adrilles Jorge Jorge right now all contestation to results judged or proposed by authorities is punished today with censorship.Typical result of decades of state rise from the left. There is no royal justice when justice and other institutions have side.Media, education and justice in Brazil are today indoctrinating centers that impose on the majority of the people their ideals and ideas without the possibility of contestation under penalty of censorship silencing or even prison we live the dictatorship perversely: the one that crosses democracy under the excuse of the cloakof the unassailable institutions.",-0.8996
632,André Fernandes 🇧🇷,andrefernm,,2022-11-06 12:14:42 EST,2022-11-06,12:14:42,Photo,"15,544",15301,243,0,False,https://www.instagram.com/p/CkoKO7rr6-i/,https://www.instagram.com/p/CkoKO7rr6-i/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314630158_2515577825256095_2705969963709782889_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=W8W4gOeTfE8AX_dBSDr&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDQUgrImqcw11aC1L9vuX2r1oNMxoh7Pubo1vCBYzHrOg&oe=649735F2,,,,,,1.38,Nan,0.0,Nan,0.0
633,Rodrigo Constantino,rodrigoconstantino1976,1402341.0,2022-11-06 11:43:29 EST,2022-11-06,11:43:29,Photo,"63,097",61795,1302,0,False,https://www.instagram.com/p/CkoGqRHJ0sI/,https://www.instagram.com/p/CkoGqRHJ0sI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314379544_661071285657795_5737784588688659356_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jZJdkndnjbcAX-n4fNF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAc7NndxwMcOuRQW_AtVDcgARurHfjBo4MPTLWYbjbA1w&oe=63932A05,,🇧🇷👊,"Rodrigo Constantino @Rconstantino Lembrando: quando precisam calar na marra todos que fazem perguntas, até os mais moderados, é porque sabem que não possuem respostas e dobraram a aposta na censura. É uma cartada desesperada que exala fraqueza, não força. Não camo aceitar virar Cuba calados e passivos! Translate Tweet 11:42 06/11/22 from Weston, FL Twitter for iPhone",,,1.55,🇧🇷👊,0.0,"Rodrigo Constantino @rconstantino remembering: When they need to shut up all who ask questions, even the most moderate, it is because they know they have no answers and doubled the bet on censorship.It is a desperate card that exudes weakness, does not force.I can't accept to turn silent and passive Cuba!Translate tweet 11:42 06/11/22 from Weston, FL Twitter for iPhone",-0.6015
634,Rodrigo Constantino,rodrigoconstantino1976,1402341.0,2022-11-06 11:32:43 EST,2022-11-06,11:32:43,Album,"62,016",59093,2923,0,False,https://www.instagram.com/p/CkoFbf2Jf8d/,https://www.instagram.com/p/CkoFbf2Jf8d/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314016308_642026747514208_6569009164171849573_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7_LrbmkJ6nUAX-v_iSh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDXaHKvcLKfKIzcfPnDY_NS4SzNZWwcYa_nsFqBOQrXuw&oe=63929F21,,Escancararam que é ditadura!,,,,3.14,They wide open it is dictatorship!,0.0,Nan,0.0
635,Rodrigo Constantino,rodrigoconstantino1976,1402341.0,2022-11-06 07:18:03 EST,2022-11-06,07:18:03,Photo,"50,791",49899,892,0,False,https://www.instagram.com/p/CknoSNIOOMz/,https://www.instagram.com/p/CknoSNIOOMz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314325885_1185832078636863_3168280887181426923_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=tDyygC_Fak4AX9MvuBG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfClNShDmLjQuuws2HzUJrNta8EICcBXs3ppwuKEg_mw_Q&oe=6391A863,,"Bom dia. Reaja, Brasil, ou o barco afunda!",,,,1.25,"Good morning.React, Brazil, or the boat sinks!",0.4926,Nan,0.0
636,Magno Malta,magnomalta,1554466.0,2022-11-05 21:20:31 EDT,2022-11-05,21:20:31,Photo,"63,898",62479,1419,0,False,https://www.instagram.com/p/CkmdCTWrwnW/,https://www.instagram.com/p/CkmdCTWrwnW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313985406_146984341398546_6218140961683269399_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=H9hkNlSsThwAX-luFCd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAEx82u1WuWpooVO1hEWCq4lBiT7KhLAUWJHFLbDjhxCw&oe=63927D58,,Minhas netas foram dormir nas ruas com mãe  @karlamalta85 @ulissescampos pra não serem  criadas no regime comunista amanhã !!,,,,4.53,My granddaughters went to sleep on the streets with mother @karlamalta85 @ulissescampos so as not to be created in the communist regime tomorrow !!,-0.3235,Nan,0.0
637,Ricardo Macchi Real,ricardomacchioficial,39118.0,2022-11-05 18:07:24 EDT,2022-11-05,18:07:24,Photo,"1,774",1615,159,0,False,https://www.instagram.com/p/CkmG72VOmOx/,https://www.instagram.com/p/CkmG72VOmOx/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314363050_903156550858501_8756216802237178814_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qN3bMj73sO8AX9MuxTA&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBXV4ePPA_21vG5_fWQCAGew5K8xPytOsD6_KUsa_4RBQ&oe=63B21B47,,"E tem  grande parte da petralhada que não se deu conta que as eleições foram fraudadas vergonhosamente. O rigor da lei vai agir: não a lei comprada pelo sistema corrupto, a lei Universal e a Constituição Brasileira.","SE FOR PRECISO, A GENTE ACAMPA. MAS Ο ""LADRÃO"" NÃO SOBE A RAMPA.",,,4.45,"And there is much of the petrealhad that did not realize that the elections were shamefully fraudulent.The rigor of the law will act: not the law bought by the corrupt system, the universal law and the Brazilian constitution.",-0.4404,"If necessary, we camp.But ο ""thief"" does not go up the ramp.",-0.5267
638,Clarissa Tércio,clarissatercio,1001601.0,2022-11-05 12:01:56 EDT,2022-11-05,12:01:56,Photo,"7,874",7635,239,0,False,https://www.instagram.com/p/CkldHC-uqSP/,https://www.instagram.com/p/CkldHC-uqSP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314310909_811363396647702_8466304378068575575_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mThowKDw09AAX8hrA3e&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCxAJIlGBC2Dqht924yqBc0aI_4JDRMMUek-BqhonhbXA&oe=63A70195,,"Via @nikolasferreiradm__ Tive minhas redes sociais derrubadas por pedir ao TSE que analisasse denúncias eleitorais. Em nenhum momento afirmei, somente pedi ao TSE para averiguar.

É uma das funções do Tribunal.

Oque passar disso é narrativa da esquerda.

Compartilhe essa informação com essa foto. A verdade prevalecerá.",,,,1.17,"Via @nikolasferreiradm__ I had my social networks knocked down for asking the TSE to analyze electoral complaints.At no time did I say, I only asked the TSE to ascertain.

It is one of the functions of the court.

What pass this is narrative of the left.

Share this information with this photo.The truth will prevail.",0.3182,Nan,0.0
639,Eduardo Bolsonaro🇧🇷,bolsonarosp,4912642.0,2022-11-05 11:09:25 EDT,2022-11-05,11:09:25,Photo,"496,962",474752,22210,0,False,https://www.instagram.com/p/CklXGg5LAd-/,https://www.instagram.com/p/CklXGg5LAd-/,,,"O Brasil está sob censura. Numa ditadura a 1º a morrer é a liberdade de expressão/imprensa.

E todos os países que se livraram disso a chave do sucesso foi a união do povo. Não foram períodos fáceis, mas desistir não é uma opção. Vamos vencer🇧🇷",,,,6.21,"Brazil is under censorship.In a dictatorship the 1st to die is freedom of expression/press.

And all the countries that got rid of this the key to success was the union of the people.These were not easy periods, but giving up is not an option.Let's win🇧🇷",0.599,Nan,0.0
