Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,68606.0,2022-11-09 22:12:18 EST,2022-11-09,22:12:18,Album,124,114,10,0,False,https://www.instagram.com/p/Ckw9AfKN1UJ/,https://www.instagram.com/p/Ckw9AfKN1UJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314924637_1084333218898812_7772294181693107076_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=m5BDMegEccoAX9kqGLN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCYrlIGmJVGR2zoooVRoi18YXtsBGiweqHlSIBsICA4-w&oe=63ED6F2E,,Acalme-se!!! Sobre o RELATÓRIO DA DEFESA!,,,,1.48,Calm down !!!About the defense report!,0.6083,Nan,0.0
Firmino.Daywydy,firmino.daywydy,,2022-11-09 19:13:43 EST,2022-11-09,19:13:43,Video,35,31,4,100,False,https://www.instagram.com/tv/CkwojHlpWJl/,https://www.instagram.com/tv/CkwojHlpWJl/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314788719_823535085436788_8584752584483001906_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=D6NpTHZsfgQAX8ScR5L&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCHFH93iQb0boLGR_Do3NVS0UXtNbxMyAyxkXuyultZfg&oe=64977A8C,,,,,,0.0,Nan,0.0,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-09 17:49:01 EST,2022-11-09,17:49:01,Photo,3,3,0,0,False,https://www.instagram.com/p/Ckwe4HduNBl/,https://www.instagram.com/p/Ckwe4HduNBl/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314659735_1497822850730056_8935683726467448771_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5h8btjaQf6wAX-j1xXe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCVgmngELj5T3UNPrkdxvgN0mb09W1LN3QsOI9CL2vdSQ&oe=648E32D8,,"Sempre fui fã do Rolando Boldrin, lamentável!!",,,,-65.33,"I've always been a fan of Rolando Boldrin, unfortunate !!",-0.3147,,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,,2022-11-09 16:40:50 EST,2022-11-09,16:40:50,Photo,497,461,36,0,False,https://www.instagram.com/p/CkwXEwKPRO3/,https://www.instagram.com/p/CkwXEwKPRO3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314651585_1279033912942753_4445017022096449075_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dWZK02Ao6doAX_S4uRw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC9EB9BO6q3b_6ZYdl8xMjkVKAu93rjDyRaTV_RD9eaLg&oe=63A84B82,,"#Repost @carlosjordy with @use.repost
・・・
Denunciem! Não se calem! Estamos levando tudo às cortes internacionais!",,,,1.59,"#Repost @carlosjordy with @use.repost
・ ・ ・
Report!Don't shut up!We are taking everything to international courts!",0.0,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-09 07:36:04 EST,2022-11-09,07:36:04,Photo,7,1,6,0,False,https://www.instagram.com/p/CkvYuxgOql0/,https://www.instagram.com/p/CkvYuxgOql0/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314732031_812992333262826_1270019075128563992_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YRSaAT1o0WIAX-YvqTt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDDkNqZSG_sbiQSbG2uL7Adqe1x4XmmHdI6Ct3F60JBSg&oe=648DF6ED,,"Ta pedindo muito acima da FIPE hein, bebê",,,,-28.0,"Ta asking far above Fipe huh, baby",0.0,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,,2022-11-09 07:17:56 EST,2022-11-09,07:17:56,Photo,303,288,15,0,False,https://www.instagram.com/p/CkvWqAtL1kc/,https://www.instagram.com/p/CkvWqAtL1kc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314654959_672012171220324_8702262680260560745_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YO9yc1mGurwAX9_CE3L&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBkssDm_nPyQ8_qephmKT25bz3sdkpHyY4qcEOUW1V7cQ&oe=63A8F1FB,,"De autoria do deputado Sargento Rodrigues (PL), o Projeto de Lei 2.756/2021 tem como objetivo vedar a abordagem por parte das instituições financeiras a idosos, aposentados, servidores públicos e pensionistas através de ligações telefônicas que partem de telemarketings, representando um dos meios mais eficientes para a prática de fraudes e golpes. O PL já recebeu parecer favorável nas Comissões de Constituição e Justiça, Defesa do Consumidor e do Trabalho, da Previdência e da Assistência Social da ALMG e se encontra pronto para ser votado em primeiro turno pelo plenário da Casa. A proposta nasceu da sugestão do coordenador do Procon Assembleia, Marcelo Barbosa, e do Instituto de Defesa Coletiva, liderado pelas executivas Lilian Salgado e Elen Prates, incomodadas pela experiência a que sempre assistem acontecer na relação das financeiras com os pensionistas. Se tiver êxito na ALMG, essa ideia poderá ganhar sua adoção no resto do país.

*O Tempo, por Luiz Tito - 09/11/2022
Link nos stories",,,,-1.03,"Authored by Deputy Sargento Rodrigues (PL), Bill 2.756/2021 aims to prohibit the approach by financial institutions to the elderly, retirees, civil servants and pensioners through telephone calls that depart from telemarketing, representing one of the meansmore efficient for the practice of fraud and blows.The PL has already received a favorable opinion in the constitution and justice committees, consumer and labor protection, the Social Security and Social Assistance of ALMG and is ready to be voted in the first round by the House Plenary.The proposal was born from the suggestion of the coordinator of Procon Assembly, Marcelo Barbosa, and the Institute of Collective Defense, led by executives Lilian Salgado and Elen Prates, bothered by the experience they always see in the relationship of financial ones with pensioners.If you are successful at ALMG, this idea can gain your adoption in the rest of the country.

*The time, by Luiz Tito - 09/11/2022
LINK IN STORIES",0.9413,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-08 15:23:39 EST,2022-11-08,15:23:39,Photo,3,1,2,0,False,https://www.instagram.com/p/CktpcoUu-1e/,https://www.instagram.com/p/CktpcoUu-1e/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314919029_696855795489917_3248764165417303337_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gUS51-r-YD8AX9YXg1Y&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAsFRsPzmv_qXuI0BvP-DAWCrtRMtqzDbd3JaS8hiyFhQ&oe=648D101E,,Olha o nível que chegamos,,,,-65.33,Look at the level we arrived,0.0,Nan,0.0
André da Maria Gorda,andremariagorda,367227.0,2022-11-08 14:30:01 EST,2022-11-08,14:30:01,Photo,84,67,17,0,False,https://www.instagram.com/p/CktjTzGv8Qb/,https://www.instagram.com/p/CktjTzGv8Qb/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/314456896_1255288928349940_7565884358413828_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=5cxGQYLM0DkAX99aaqg&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBsQUPzVB1SBRgess1UiH9F6UfTP_cBuHh8mR-FeJeyaw&oe=6464A5F9,,"Vamos começar a semana com o melhor @acarajedamariagorda com aprovação do @aloisiochulapa 
#vemsimbora
#acadajedamariagorda
#acarajé",,,,1.42,"Let's start the week with the best @acarajedamariagorda with approval of @aloisiochulapa
#VemSimbora
#Acadajedamariagorda
#Shrimp bean ball",0.8074,,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-08 09:04:30 EST,2022-11-08,09:04:30,Video,5,5,0,76,False,https://www.instagram.com/tv/Cks-AxRomX-/,https://www.instagram.com/tv/Cks-AxRomX-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314667405_198672245854633_3020112631046596232_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8fYkJG4IQHAAX9rlFxC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAQEcbmY09-Az7PLW7paQa5F1XSgT9WneRaEs1wK97sfw&oe=63C07437,,"O MINISTÉRIO DIABÓLICO DE LULA!
.
.
.
.
..
.
.
.
.
#brasilacimadetudo #eleições",,,,-62.2,"Lula's diabolical ministry!
.
.
.
.
..
.
.
.
.
#brasilacimadetudo #elections",0.0,Nan,0.0
SARGENTO RODRIGUES,sargentorodriguesoficial,,2022-11-08 08:38:37 EST,2022-11-08,08:38:37,Photo,367,312,55,0,False,https://www.instagram.com/p/Cks7GDeLbvi/,https://www.instagram.com/p/Cks7GDeLbvi/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314462609_124253683798079_6974882280722719005_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LUINBsYuZzUAX-Opm0V&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCP2OYgr36tefKAOSuP5XZ7Qrr9RFpFwlE4UVKj24UPSQ&oe=63A8DF54,,"O principal líder do Movimento dos Trabalhadores Sem-Terra (MST), João Pedro Stedile é um dos cotados para assumir o Ministério do Desenvolvimento Agrário, responsável pela implementação das políticas públicas voltadas a reforma agrária e a promoção do desenvolvimento sustentável e o fortalecimento do segmento rural constituído pelos agricultores familiares.","Desmantelo: Depois de Boulos na Habitação, o invasor de terras do MST deve ir para reforma agrária g Terra Brasil Notícias novembro 8, 2022 TRABALNADORES D03 AOW BRASIL",,,1.17,"The main leader of the Landless Workers Movement (MST), João Pedro Stedile is one of those listed to assume the Ministry of Agrarian Development, responsible for the implementation of public policies aimed at land reform and the promotion of sustainable development and the strengthening of the segmentRural consisting of family farmers.",0.6705,"DISMING: After Boulos in the housing, the MST Land Invader is expected to go to land reform G Terra Brasil News November 8, 2022 D03 A to Brazil",0.0
Josafá Ramos,josafarramos,,2022-11-08 06:50:50 EST,2022-11-08,06:50:50,Album,15,12,3,11,False,https://www.instagram.com/p/Cksuwk_uxnI/,https://www.instagram.com/p/Cksuwk_uxnI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/315010060_527296888936102_2516229117657221801_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KRR2nPl4VtMAX915s7a&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBkGVoLpruGU6Tavy0UX8q91a0j2tWYiwP8ssz9HpmBhw&oe=63C869C7,,Depois dos 44km vamos alí na MOBILIZAÇÃO BRASILEIRA FRENTE AO @35bi_exercito BATALHÃO DE @feiradesantana @bikeanjofeiradesantana @grupo_jobike  @jo_bike_shop @quesiaduart @jeniferraz_mtb #mtb #ciclismo #mountainbike  #bikelife #pedal #cycling #bicicleta #mtbbrasil #instabike #ciclista #pedalar #trilha #brazil #bike @bolsonarosp @flaviobolsonaro @carlosbolsonaro @bolsonarotrazaoo @michellebolsonaro @bolsonaroem22 @bolsonaroem22  @jairmessiasbolsonaro,,,,-17.4,After 44km let's go there in the Brazilian mobilization against @35bi_exercito @feiradesantana battalion @bikeanjoiradesantana @grupo_jobike @jo_bike_shop @quesiadaduart @jeniferraz_mtb #mtb #ciclism #mentainbike #bikelife #cycling #mtbbrasil #mtbbrasil #instabike #Cycle #Pedalar #Trilha#brazil #bike @bolsonararosp @flaviobolsonaro @carlosbolsonaro @bolSarotrazoo @michellebolsonaro @bolsonaroem22 @bolsonaroem22 @jairmessiasbolsonaro,0.0,,0.0
Aline Bastos,alinebastosmg,,2022-11-07 21:03:06 EST,2022-11-07,21:03:06,Video,567,548,19,2220,False,https://www.instagram.com/tv/CkrreXyOgO1/,https://www.instagram.com/tv/CkrreXyOgO1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314903926_815122583148062_6527910258507074585_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mBS6SLBKLKQAX9bEuQ2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAW9upCPk6c6W8kGyEYvHYNlIg1ETXyLt_Wd0ZYsu8_xw&oe=649502AC,,"Noite abençoada! 
Com jovens de Jesus!!!
Montes Claros/MG. 
7/11/22",,,,2.03,"Blessed night!
With young people of Jesus !!!
Montes Claros/MG.
7/11/22",0.7243,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-07 17:12:10 EST,2022-11-07,17:12:10,Photo,21,18,3,0,False,https://www.instagram.com/p/CkrREdfPAiF/,https://www.instagram.com/p/CkrREdfPAiF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314504384_2406602172829070_7853607854801962803_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OlNDxkNU8qcAX89nR_B&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCFtllF5vmPks2Ol2D3OWEIghe4TLw2tdxFLUX3vqr9Lw&oe=63C14C24,,"Atenção!
.
.
.
.
.
.
.
.
.
#Brasil #eleições","NOTA OFICIAL FE Tribunal Ο Ministério da Defesa informa que, no próximo dia 9 de novembro, quarta-feira, será encaminhado Superior Eleitoral relatório trabalho de fiscalização do sistema eletrônico de votação, realizado pela equipe de técnicos militares das Forças Armadas. ao (TSE) o do Brasília-DF 7 de novembro de 2022.",,,-14.67,"Attention!
.
.
.
.
.
.
.
.
.
#Brasil #elections",0.0,"Official Note FE Court ο Ministry of Defense informs that, on November 9, Wednesday, will be sent superior Electoral Report of inspection work of the electronic voting system, carried out by the team of military technicians of the Armed Forces.to (TSE) of Brasilia-DF November 7, 2022.",0.6124
Gilson da Autoescola,gilsondaautoescola,,2022-11-07 16:52:41 EST,2022-11-07,16:52:41,Album,124,105,19,0,False,https://www.instagram.com/p/CkrO100vVrW/,https://www.instagram.com/p/CkrO100vVrW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314518550_499281458794940_2606584966057605816_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xB5xtZb22KoAX-01loc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAUr8yh2A2AJsgMQM1eJu7bPvXt8hw6Qzh7ne4eqTGl6g&oe=6495670A,,"FELIZ ANIVERSÁRIO 

Hoje é um dia cheio de expectativa, um dia que apenas a felicidade é bem vinda. O dia que a mulher da minha vida, completa mais um ano.

Você é tudo para mim, quero que este dia seja especial e inunde seu coração de felicidade.

Deus mudou o meu caminho quando cruzou com o seu .
""TU és toda formosa, querida minha, e em ti não há defeito... Cânticos 4:7""

Obrigado por fazer parte da minha vida! @elaine.carv

.

.

.

#teamo #família #Deusabençoe 
#parabéns #eternanamorada",,,,2.21,"HAPPY BIRTHDAY

Today is a day full of expectation, a day that only happiness is welcome.The day the woman of my life completes another year.

You are everything to me, I want this day to be special and flood your heart of happiness.

God changed my way when he crossed with his.
""You are all beautiful, dear mine, and in you there is no defect ... Songs 4: 7""

Thank you for being part of my life!@elaine.carv

.

.

.

#teamo #family #goddess
#Congratulations #eternanamorada",0.9884,Nan,0.0
Robson Stenpim,robson.stenpim,,2022-11-07 12:38:01 EST,2022-11-07,12:38:01,Video,11,11,0,110,False,https://www.instagram.com/tv/Ckqxrg2JcEI/,https://www.instagram.com/tv/Ckqxrg2JcEI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314659734_168985879110395_2194065114446707503_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=vBIIX7RL5PQAX-6A_5s&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAGLRt5APPYUT0Ysa_X0jJaE3kPGamjiX2nhGDxiCm03w&oe=64965DC4,,"Brazil against the comunism and against electoral fraud, against the supreme court dictatorship. 07/11/2022 02:36 pm

#skynews #aljazeera #brazilwasstolen #brazilianrights #fraud #foxnews",,,,-2.18,"Brazil Against the Communism and Against Electoral Fraud, Against the Supreme Court Dictatorship.07/11/2022 02:36 PM

#skyNews #aljazeera #brazilwassstolen #brazilianRights #fraud #foxNews",-0.6124,Nan,0.0
Núbia Modista,nubiamodista,,2022-11-07 12:29:28 EST,2022-11-07,12:29:28,Photo,30,28,2,0,False,https://www.instagram.com/p/Ckqwt9RJutz/,https://www.instagram.com/p/Ckqwt9RJutz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314650571_643854727201051_7083549170135826719_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LNlFiFYKG_oAX8Ut5Fi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDQS8VBTn60FxO5yBpJqfJ8_zXXZYOTbaLyzhMPoJBE7w&oe=6494A696,,Força Armadas salve o Brasil 🇧🇷,,,,-3.47,Armed Force Save Brazil 🇧🇷,0.4939,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-06 22:50:53 EST,2022-11-06,22:50:53,Photo,2,2,0,0,False,https://www.instagram.com/p/CkpTCghO6n-/,https://www.instagram.com/p/CkpTCghO6n-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314527463_110917231826689_444018223259960554_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=n8kpe9mu9PgAX-kcvLF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfArE-Pt46Cg8XVilH9Eiq3db66h_j2H-FfqosdcaShVxQ&oe=648D349A,,,,,,-98.0,Nan,0.0,,0.0
WESLEY ROS,wesleyros,270559.0,2022-11-06 19:29:35 EST,2022-11-06,19:29:35,Photo,"38,652",37441,1211,0,False,https://www.instagram.com/p/Cko8AGytbwC/,https://www.instagram.com/p/Cko8AGytbwC/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313190723_882529456448121_26919806947570701_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=I6COepIn4AYAX-M4NZu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBj83ln8b4m1tmT5D_qVL0p0vaidMJe93Yi-VBEhSp_7w&oe=6495C55F,,"Ahhhh Esse sorrisooo, esse abraço … 
Ele revela a pureza, clareza e  a liberdade de alguém que dorme com a cabeça tranquila pela certeza de que tem o carinho e a gratidão do BRASIL DE BEM🇧🇷❤️
… já estou contado as horas! 
Teremos o capitão Denovo ‼️",,,,12.01,"Ahhhh this smile, this hug ...
He reveals the purity, clarity and freedom of someone who sleeps with a quiet head for the certainty that Brazil's affection and gratitude and gratitude
… I'm counting the time!
We will have Captain Denovo‼ ️",0.9759,Nan,0.0
Serginho Agrella,serginhoagrella,,2022-11-06 18:39:22 EST,2022-11-06,18:39:22,Video,13,13,0,150,False,https://www.instagram.com/tv/Cko2O-4jfTw/,https://www.instagram.com/tv/Cko2O-4jfTw/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314664501_849075939624922_7616800604858988148_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9dh4YsAIRrwAX-jifHQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAn8iSyBUcNe8r4aKbeeapE95JC5CRSLH3XSeNeDIPdVg&oe=63CBC9C9,,,,,,-7.31,Nan,0.0,,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-06 14:15:59 EST,2022-11-06,14:15:59,Video,1,1,0,11,False,https://www.instagram.com/p/CkoYDgJDdFg/,https://www.instagram.com/p/CkoYDgJDdFg/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/314220302_1332070793864863_3133338467913387828_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=my-_UW_-fBQAX9J6n1o&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBMAwDoVF8qQYdy7SdUxxbRbtuMbxnsESLJpJCr9GT31g&oe=648E72BC,,,,,,-170.0,Nan,0.0,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-06 13:34:53 EST,2022-11-06,13:34:53,Album,0,0,0,0,False,https://www.instagram.com/p/CkoTaJ1OxRb/,https://www.instagram.com/p/CkoTaJ1OxRb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314667093_673884927796273_5249408266658861870_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=s3XysCOC2bYAX9XUdpC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDRaCkXV3p39miuvn5Ut4YhkLY7lLS2Xx-xohFZ9eJ_EQ&oe=648EBF2B,,"Vem aí, novo lançamento de lotes Jardins da FGR, com lotes de 250 m² a 650 m². Com  parcelas a partir de R$590.000 reais.  Financiamento direto com a construtora sem burocracia. 

Chama no PV",,,,-406.0,"Here, new release of FGR gardens, with lots of 250 m² to 650 m².With installments from R $ 590,000 reais.Direct financing with the construction company without bureaucracy.

Flame in PV",0.0,Nan,0.0
Gilson da Autoescola,gilsondaautoescola,,2022-11-06 13:13:26 EST,2022-11-06,13:13:26,Photo,25,23,2,0,False,https://www.instagram.com/p/CkoQ9EYJ7QJ/,https://www.instagram.com/p/CkoQ9EYJ7QJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314477265_662401948668466_79605152620611290_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=koIoUcB29xkAX9TwqqK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCGE62GVrB7KH3chYYpbszy0FiWFqLTxZ-BpG8VNYxPWQ&oe=64943544,,"NOVEMBRO AZUL

 Mês Mundial de Combate ao Câncer de Próstata

Meus amigos é tempo de se cuidar! 
O mês mudou e a cor também, mas a luta contra o câncer continua. 
Cuidar da saúde também é coisa de homem!

.

.

.

 #Previna-se!  #vereadorGilsondaAutoescola
#novembroazul #euapoio #secuide",,,,-2.24,"BLUE NOVEMBER

 World Month to Combat Prostate Cancer

My friends is time to take care!
The month has changed and the color too, but the fight against cancer continues.
Caring for health is also a man thing!

.

.

.

 #Prevent!#vereadorgilSondaAutoescola
#NOVEMBERAZUL #EUAPOIO #SECUIDE",-0.8088,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-05 21:57:29 EDT,2022-11-05,21:57:29,Photo,1,0,1,0,False,https://www.instagram.com/p/CkmhRBYut-8/,https://www.instagram.com/p/CkmhRBYut-8/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314296898_427759292689361_5228804130262500705_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9GkF86UgC-MAX95YmyE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDfGApogYoTLJ_Byj28xwZQXC0KW1PAu66rOcltVClNKA&oe=648ECB6A,,,,,,-196.0,Nan,0.0,Nan,0.0
Josafá Ramos,josafarramos,,2022-11-05 21:12:23 EDT,2022-11-05,21:12:23,Photo,10,9,1,0,False,https://www.instagram.com/p/CkmcGuMOiex/,https://www.instagram.com/p/CkmcGuMOiex/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314444159_581639303765624_428700859358254421_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=f9RCUu4zmY8AX8iJfwW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBv5hiXaW7RBvs1KHjr0VIwFPEsdDEyZMYRLpM5H07U3g&oe=63C94DDC,,O homi é brutamonte! Confere através dos stores…,CLICAR YOUTUBE Josuel resolve 75 99130-2102,,,-29.8,The man is brutally!Check through Stories…,0.0,Click Youtube Josuel Resolves 75 99130-2102,0.1779
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-05 19:45:15 EDT,2022-11-05,19:45:15,Photo,0,0,0,0,False,https://www.instagram.com/p/CkmSIhpOVB9/,https://www.instagram.com/p/CkmSIhpOVB9/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314352437_874222713737333_6060224854747171480_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=iwCuuu-JeqkAX8wZ28M&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAfPvcq1S0DLPimkDEy8IDLqgwBrwFiwWzsPT14Vta9rA&oe=648D6D48,,Superman 3...,,,,-392.0,Superman 3 ...,0.0,Nan,0.0
André da Maria Gorda,andremariagorda,367953.0,2022-11-05 18:13:35 EDT,2022-11-05,18:13:35,Photo,128,116,12,0,False,https://www.instagram.com/p/CkmHpG_Pgkz/,https://www.instagram.com/p/CkmHpG_Pgkz/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/314485232_185802850664037_7491528878720162099_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CQ4lvK9G1jsAX9NHrmg&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfB6nHsYPQ62nmwtkcdAEIhva_G71JfwjdK8E-dlOUm2OA&oe=6463EC8C,,"Sábado de pizza 🍕 só na @feijoadadamariagorda 
3436-2006
98163-2323
Ifood

Entrega em toda Maceió.",,,,2.17,"Saturday of pizza 🍕 only at @feijoadaDamariagorda
3436-2006
98163-2323
IFood

Delivery throughout Maceió.",0.0,Nan,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-05 17:51:15 EDT,2022-11-05,17:51:15,Photo,7,7,0,0,False,https://www.instagram.com/p/CkmFFhyJ2rX/,https://www.instagram.com/p/CkmFFhyJ2rX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314467239_661717182237672_3808172750667140221_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sF3caHWJHbUAX9UI8KQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCBAFU7ANhlSXJvZKr0BGEYw7NqURJe1GDV_ohO9lx23w&oe=63C0E730,,"A censura já começou . Cuidemos uns dos outros !
.
.
.
.
.
.
.
.
.
.
#Brasil #fraude #censuranão","José Vasconcelos Viana @va... ·1min o que aconteceu com Nikolas, Zambelli e outras figuras da direita é algo inaceitável. Precisamos agir, caso contrário seremos sufocados a ponto de não conseguirmos fazer oposição ao ladrão. #Brasil #Lula #fraude",,,-44.0,"The censorship has begun.Let's take care of each other!
.
.
.
.
.
.
.
.
.
.
#Brasil #fraude #censuranão",0.5411,"José Vasconcelos Viana @va ... · 1min What happened to Nikolas, Zambelli and other right figures is unacceptable.We need to act, otherwise we will be suffocated to the point that we cannot oppose the thief.#Brasil #lula #fraude",0.0
